SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
133,98:04:ED:C0:E4:41,2020-07-17 04:23:42.035961,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
134,DC:A6:32:55:FC:3E,2020-07-17 04:23:43.018501,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-73
135,98:04:ED:C0:E4:41,2020-07-17 04:23:43.018501,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
136,DC:A6:32:55:FC:3E,2020-07-17 04:23:44.128500,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-67
137,98:04:ED:C0:E4:41,2020-07-17 04:23:44.128500,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
138,DC:A6:32:55:FC:3E,2020-07-17 04:23:45.827409,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
139,98:04:ED:C0:E4:41,2020-07-17 04:23:46.012850,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
140,DC:A6:32:55:FC:3E,2020-07-17 04:23:46.012850,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-71
141,98:04:ED:C0:E4:41,2020-07-17 04:23:47.016102,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
142,DC:A6:32:55:FC:3E,2020-07-17 04:23:47.016102,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-63
143,98:04:ED:C0:E4:41,2020-07-17 04:23:48.641172,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
144,DC:A6:32:55:FC:3E,2020-07-17 04:23:48.641172,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
145,DC:A6:32:55:FC:3E,2020-07-17 04:23:49.006076,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-76
146,98:04:ED:C0:E4:41,2020-07-17 04:23:49.006076,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
147,98:04:ED:C0:E4:41,2020-07-17 04:23:50.416135,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
